model,cümle_1,cümle_2,benzerlik_skoru
lemmatized_model_6.model,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,0.9881345
lemmatized_model_6.model,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,Zimmetine para geçiren memur ağır hapis cezası ile cezalandırılır.,0.9861691
lemmatized_model_6.model,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,Kasten öldürme suçunu işleyen kişi müebbet hapis cezası ile cezalandırılır.,0.9836812
lemmatized_model_6.model,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,Gasp eden kişi ağır cezalandırılır.,0.98878473
lemmatized_model_6.model,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,0.9813402
lemmatized_model_6.model,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,İhaleye fesat karıştıran kişi cezalandırılır.,0.9777546
lemmatized_model_6.model,Cinsel saldırı fiili cezalandırılır.,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,0.98042595
lemmatized_model_6.model,Cinsel saldırı fiili cezalandırılır.,Suç işlemek amacıyla teşekkül kuran kişi cezalandırılır.,0.9746179
lemmatized_model_6.model,Cinsel saldırı fiili cezalandırılır.,Çocuğu cinsel amaçlı kullanan cezalandırılır.,0.97237056
lemmatized_model_6.model,Cinsel saldırı suçu işleyen fail hapis cezası alır.,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,0.97403795
lemmatized_model_6.model,Cinsel saldırı suçu işleyen fail hapis cezası alır.,Gasp sırasında yaralama suçu işleyen kişi ağır cezalandırılır.,0.97371715
lemmatized_model_6.model,Cinsel saldırı suçu işleyen fail hapis cezası alır.,Suçun tasarlanarak işlenmesi durumunda ceza artar.,0.9680685
lemmatized_model_6.model,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,Cinsel saldırı fiili cezalandırılır.,0.98042595
lemmatized_model_6.model,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.9773509
lemmatized_model_6.model,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,Çocuğu cinsel amaçlı kullanan cezalandırılır.,0.9700881
lemmatized_model_6.model,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,Çocuğun cinsel istismarı suç olarak tanımlanır.,0.9974167
lemmatized_model_6.model,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,Reşit olmayanla cinsel ilişki kurma suçu düzenlenmiştir.,0.98087114
lemmatized_model_6.model,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.97635317
lemmatized_model_6.model,Gasp eden kişi ağır cezalandırılır.,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,0.98878473
lemmatized_model_6.model,Gasp eden kişi ağır cezalandırılır.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.97995096
lemmatized_model_6.model,Gasp eden kişi ağır cezalandırılır.,Halkı silahlı isyana tahrik eden kişi ağır cezalandırılır.,0.97165066
lemmatized_model_6.model,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,Yağma suçunun silahla ve yaralama ile işlenmesi ağır cezayı gerektirir.,0.9899887
lemmatized_model_6.model,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,Ağır yaralama suçu işleyen ağır hapis cezasına çarptırılır.,0.98778826
lemmatized_model_6.model,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,Kasten öldürme suçunu işleyen kişi müebbet hapis cezası ile cezalandırılır.,0.98196924
lemmatized_model_6.model,Cezaevi firarı yapan mahkûm cezalandırılır.,Suçlunun kaçmasına yardım eden kişi cezalandırılır.,0.98416424
lemmatized_model_6.model,Cezaevi firarı yapan mahkûm cezalandırılır.,Cezaevi disiplin kurallarını ihlal eden kişi cezalandırılır.,0.97879577
lemmatized_model_6.model,Cezaevi firarı yapan mahkûm cezalandırılır.,Suçluyu kayıran kişi cezalandırılır.,0.97830236
lemmatized_model_6.model,Tutuklu veya hükümlünün kaçması suçu cezalandırılır.,Tutuklu veya hükümlünün cezaevinden firar etmesi cezalandırılır.,0.9791743
lemmatized_model_6.model,Tutuklu veya hükümlünün kaçması suçu cezalandırılır.,Kaçan hükümlüye yardım eden kişi cezalandırılır.,0.964837
lemmatized_model_6.model,Tutuklu veya hükümlünün kaçması suçu cezalandırılır.,"Suç delillerini yok eden, gizleyen veya değiştiren kişi cezalandırılır.",0.9591081
lemmatized_model_6.model,Görevi ihmal eden kamu görevlisi ceza alır.,Rüşveti kabul eden kamu görevlisi cezalandırılır.,0.9850502
lemmatized_model_6.model,Görevi ihmal eden kamu görevlisi ceza alır.,Görevli memura karşı koyan kişi cezalandırılır.,0.98377013
lemmatized_model_6.model,Görevi ihmal eden kamu görevlisi ceza alır.,Görevi kötüye kullanan memura ceza verilir.,0.9832822
lemmatized_model_6.model,Görevin ihmal veya kötüye kullanılması durumunda cezai sorumluluk doğar.,Görevi kötüye kullanan zabıta cezalandırılır.,0.97691387
lemmatized_model_6.model,Görevin ihmal veya kötüye kullanılması durumunda cezai sorumluluk doğar.,Yetkisini kötüye kullanan kamu görevlisi cezalandırılır.,0.97565264
lemmatized_model_6.model,Görevin ihmal veya kötüye kullanılması durumunda cezai sorumluluk doğar.,Görevi kötüye kullanan kamu görevlisi cezalandırılır.,0.96698046
lemmatized_model_6.model,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,İmar mevzuatına aykırı inşaat yapan kişi cezalandırılır.,0.97194463
lemmatized_model_6.model,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,Genel ahlaka aykırı davranan kimseye idarî para cezası verilir.,0.96795094
lemmatized_model_6.model,Genel ahlaka aykırı yayın yapan kişi cezalandırılır.,Genel güvenliği kasten tehlikeye sokan kişi cezalandırılır.,0.95553017
lemmatized_model_6.model,Müstehcen yayın yapan kişiye ceza verilir.,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,0.9771424
lemmatized_model_6.model,Müstehcen yayın yapan kişiye ceza verilir.,Mahkemeye baskı yapan kişi cezalandırılır.,0.9732329
lemmatized_model_6.model,Müstehcen yayın yapan kişiye ceza verilir.,Halkı kin ve düşmanlığa tahrik eden kişiye ceza verilir.,0.97158885
lemmatized_model_6.model,Mahkemeye yalan beyanda bulunan şahıs cezalandırılır.,Gerçeğe aykırı beyanda bulunan tanık cezalandırılır.,0.9720478
lemmatized_model_6.model,Mahkemeye yalan beyanda bulunan şahıs cezalandırılır.,İmar mevzuatına aykırı inşaat yapan kişi cezalandırılır.,0.9509601
lemmatized_model_6.model,Mahkemeye yalan beyanda bulunan şahıs cezalandırılır.,Kaçakçılık yapan şahıs cezalandırılır.,0.94757366
lemmatized_model_6.model,Tanığın gerçeğe aykırı ifade vermesi durumunda ceza verilir.,İmar mevzuatına aykırı inşaat yapan kişi cezalandırılır.,0.95197624
lemmatized_model_6.model,Tanığın gerçeğe aykırı ifade vermesi durumunda ceza verilir.,Gerçeğe aykırı beyanda bulunan tanık cezalandırılır.,0.94922733
lemmatized_model_6.model,Tanığın gerçeğe aykırı ifade vermesi durumunda ceza verilir.,Müstehcen yayın yapan kişiye ceza verilir.,0.9457932
lemmatized_model_6.model,Oy kullanmayı engelleyen kişi cezalandırılır.,Oy kullanma hakkını engelleyen kişi cezalandırılır.,0.99611264
lemmatized_model_6.model,Oy kullanmayı engelleyen kişi cezalandırılır.,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,0.9951716
lemmatized_model_6.model,Oy kullanmayı engelleyen kişi cezalandırılır.,Kamu ulaşım araçlarını engelleyen eylem yapan kişi cezalandırılır.,0.9841367
lemmatized_model_6.model,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,Oy kullanma hakkını engelleyen kişi cezalandırılır.,0.9968848
lemmatized_model_6.model,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,Oy kullanmayı engelleyen kişi cezalandırılır.,0.9951716
lemmatized_model_6.model,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,Görevi nedeniyle haksız menfaat sağlayan kişi cezalandırılır.,0.9876187
lemmatized_model_6.model,Hırsızlık yapan kişi hapis cezası alır.,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,0.9798643
lemmatized_model_6.model,Hırsızlık yapan kişi hapis cezası alır.,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,0.9796521
lemmatized_model_6.model,Hırsızlık yapan kişi hapis cezası alır.,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,0.9775112
lemmatized_model_6.model,Hırsızlık suçu için ceza uygulanır.,Gece vakti hırsızlık yapan daha ağır cezalandırılır.,0.9807807
lemmatized_model_6.model,Hırsızlık suçu için ceza uygulanır.,Kaçakçılık suçu kapsamında ceza uygulanır.,0.9801731
lemmatized_model_6.model,Hırsızlık suçu için ceza uygulanır.,Kamu görevlisinin zimmet suçu işlemesi durumunda ağır cezalar uygulanır.,0.9777818
lemmatized_model_6.model,Mahkemeye baskı yapan kişi cezalandırılır.,Kaçakçılık yapan şahıs cezalandırılır.,0.99542457
lemmatized_model_6.model,Mahkemeye baskı yapan kişi cezalandırılır.,Düşman devlete casusluk yapan kişi cezalandırılır.,0.9904251
lemmatized_model_6.model,Mahkemeye baskı yapan kişi cezalandırılır.,Suçluyu kayıran kişi cezalandırılır.,0.9840741
lemmatized_model_6.model,Yargı görevi yapanı etkilemeye teşebbüs eden kişiye ceza verilir.,Yargı görevini yapanı etkilemeye teşebbüs eden kişi cezalandırılır.,0.99124515
lemmatized_model_6.model,Yargı görevi yapanı etkilemeye teşebbüs eden kişiye ceza verilir.,Cezaevi firarı yapan mahkûm cezalandırılır.,0.9594107
lemmatized_model_6.model,Yargı görevi yapanı etkilemeye teşebbüs eden kişiye ceza verilir.,Halkı kin ve düşmanlığa tahrik eden kişiye ceza verilir.,0.95726514
lemmatized_model_6.model,Gece vakti hırsızlık yapan daha ağır cezalandırılır.,Hırsızlık suçu için ceza uygulanır.,0.9807807
lemmatized_model_6.model,Gece vakti hırsızlık yapan daha ağır cezalandırılır.,Silahla tehdit suçu işleyen kişi ağır cezalandırılır.,0.97539794
lemmatized_model_6.model,Gece vakti hırsızlık yapan daha ağır cezalandırılır.,İhaleye fesat karıştıran kişi cezalandırılır.,0.9702873
lemmatized_model_6.model,Gece işlenen suçlar daha ağır cezalandırılır.,Silahla tehdit suçu işleyen kişi ağır cezalandırılır.,0.99108803
lemmatized_model_6.model,Gece işlenen suçlar daha ağır cezalandırılır.,Gasp sırasında yaralama suçu işleyen kişi ağır cezalandırılır.,0.9904494
lemmatized_model_6.model,Gece işlenen suçlar daha ağır cezalandırılır.,Tehdit suçunu işleyen kişi cezalandırılır.,0.98780024
lemmatized_model_6.model,Suçun tasarlanarak işlenmesi durumunda ceza artar.,Gasp sırasında yaralama suçu işleyen kişi ağır cezalandırılır.,0.991345
lemmatized_model_6.model,Suçun tasarlanarak işlenmesi durumunda ceza artar.,Gece işlenen suçlar daha ağır cezalandırılır.,0.9835819
lemmatized_model_6.model,Suçun tasarlanarak işlenmesi durumunda ceza artar.,Neticesi sebebiyle ağırlaşmış yaralama durumunda ceza artırılır.,0.9816152
lemmatized_model_6.model,Tasarlayarak adam öldürme suçu için ağırlaştırılmış müebbet cezası verilir.,Adam öldürmeye teşebbüs eden kişi ağır ceza alır.,0.97831494
lemmatized_model_6.model,Tasarlayarak adam öldürme suçu için ağırlaştırılmış müebbet cezası verilir.,Kasten öldürme suçunu işleyen kişi müebbet hapis cezası ile cezalandırılır.,0.97128993
lemmatized_model_6.model,Tasarlayarak adam öldürme suçu için ağırlaştırılmış müebbet cezası verilir.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.9606762
lemmatized_model_6.model,Mahkeme kararını tanımayan kişi cezalandırılır.,Mahkeme kararına uymayan kişi cezalandırılır.,0.99994767
lemmatized_model_6.model,Mahkeme kararını tanımayan kişi cezalandırılır.,Mahkeme kararını uygulamayan yönetici cezalandırılır.,0.9881746
lemmatized_model_6.model,Mahkeme kararını tanımayan kişi cezalandırılır.,Mahkeme kararına muhalefet eden kişi hakkında işlem yapılır.,0.9688212
lemmatized_model_6.model,Mahkeme kararına uymayan kişi cezalandırılır.,Mahkeme kararını tanımayan kişi cezalandırılır.,0.99994767
lemmatized_model_6.model,Mahkeme kararına uymayan kişi cezalandırılır.,Mahkeme kararını uygulamayan yönetici cezalandırılır.,0.9880084
lemmatized_model_6.model,Mahkeme kararına uymayan kişi cezalandırılır.,Mahkeme kararına muhalefet eden kişi hakkında işlem yapılır.,0.9702812
lemmatized_model_6.model,Kaçakçılık yapan şahıs cezalandırılır.,Mahkemeye baskı yapan kişi cezalandırılır.,0.99542457
lemmatized_model_6.model,Kaçakçılık yapan şahıs cezalandırılır.,Düşman devlete casusluk yapan kişi cezalandırılır.,0.98616564
lemmatized_model_6.model,Kaçakçılık yapan şahıs cezalandırılır.,Suçluyu kayıran kişi cezalandırılır.,0.9828574
lemmatized_model_6.model,Kaçakçılık suçu kapsamında ceza uygulanır.,Kamu görevlisinin zimmet suçu işlemesi durumunda ağır cezalar uygulanır.,0.99073577
lemmatized_model_6.model,Kaçakçılık suçu kapsamında ceza uygulanır.,Taksirle yaralama suçu kapsamında ceza uygulanır.,0.9833271
lemmatized_model_6.model,Kaçakçılık suçu kapsamında ceza uygulanır.,Hırsızlık suçu için ceza uygulanır.,0.9801731
lemmatized_model_6.model,Görevli memura karşı tehdit suçu işlenirse ceza verilir.,Kamu görevlisinin zimmet suçu işlemesi durumunda ağır cezalar uygulanır.,0.9859106
lemmatized_model_6.model,Görevli memura karşı tehdit suçu işlenirse ceza verilir.,Kişiye karşı işlenen nitelikli yaralama suçu cezalandırılır.,0.9772428
lemmatized_model_6.model,Görevli memura karşı tehdit suçu işlenirse ceza verilir.,Kaçakçılık suçu kapsamında ceza uygulanır.,0.97231865
lemmatized_model_6.model,Tehdit suçunu işleyen kişi cezalandırılır.,Silahla tehdit suçu işleyen kişi ağır cezalandırılır.,0.9882584
lemmatized_model_6.model,Tehdit suçunu işleyen kişi cezalandırılır.,Gece işlenen suçlar daha ağır cezalandırılır.,0.98780024
lemmatized_model_6.model,Tehdit suçunu işleyen kişi cezalandırılır.,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,0.9869902
lemmatized_model_6.model,Kamu düzenini bozan davranışlar cezalandırılır.,Kamu düzenini bozan toplantı düzenleyen kişi cezalandırılır.,0.9957932
lemmatized_model_6.model,Kamu düzenini bozan davranışlar cezalandırılır.,Toplantı ve yürüyüş düzenleyerek kamu düzenini bozan kişi hakkında işlem yapılır.,0.984814
lemmatized_model_6.model,Kamu düzenini bozan davranışlar cezalandırılır.,Kamu görevlisinin kamu zararına yol açacak şekilde davranması cezalandırılır.,0.9281386
lemmatized_model_6.model,Halkı kin ve düşmanlığa tahrik eden kişiye ceza verilir.,Halkı silahlı isyana tahrik eden kişi ağır cezalandırılır.,0.9896534
lemmatized_model_6.model,Halkı kin ve düşmanlığa tahrik eden kişiye ceza verilir.,Halkı isyana teşvik eden kişi cezalandırılır.,0.9793682
lemmatized_model_6.model,Halkı kin ve düşmanlığa tahrik eden kişiye ceza verilir.,Müstehcen yayın yapan kişiye ceza verilir.,0.97158885
lemmatized_model_6.model,Cinayete azmettiren cezalandırılır.,Adli sicil kaydını usulsüz silen kişi cezalandırılır.,0.9910982
lemmatized_model_6.model,Cinayete azmettiren cezalandırılır.,İhaleye fesat karıştıran kişi cezalandırılır.,0.98676616
lemmatized_model_6.model,Cinayete azmettiren cezalandırılır.,Suç delillerini gizleyen kişi cezalandırılır.,0.98591083
lemmatized_model_6.model,"Azmettiren, asli fail gibi cezalandırılır.",Suç delillerini gizleyen kişi cezalandırılır.,0.9732121
lemmatized_model_6.model,"Azmettiren, asli fail gibi cezalandırılır.",Suçu üstlenerek gerçek faili saklayan kişi cezalandırılır.,0.9690338
lemmatized_model_6.model,"Azmettiren, asli fail gibi cezalandırılır.","Suç delillerini yok eden, gizleyen veya değiştiren kişi cezalandırılır.",0.96624714
lemmatized_model_6.model,Sahtecilik yapan kişi ağır ceza alır.,Hırsızlık yapan kişi hapis cezası alır.,0.9727591
lemmatized_model_6.model,Sahtecilik yapan kişi ağır ceza alır.,İhaleye fesat karıştıran kişi cezalandırılır.,0.96903825
lemmatized_model_6.model,Sahtecilik yapan kişi ağır ceza alır.,Gasp eden kişi ağır cezalandırılır.,0.96763414
lemmatized_model_6.model,Resmi belgede sahtecilik suçunu işleyen kişi cezalandırılır.,Fuhuşa teşvik ve aracılık suçu tanımlanır.,0.96848494
lemmatized_model_6.model,Resmi belgede sahtecilik suçunu işleyen kişi cezalandırılır.,Sahte mühür kullanan kişi cezalandırılır.,0.9644535
lemmatized_model_6.model,Resmi belgede sahtecilik suçunu işleyen kişi cezalandırılır.,Mühür kırma suçunu işleyen kişi cezalandırılır.,0.96234536
lemmatized_model_6.model,Yargı kararlarını uygulamayan kişi suç işlemiş sayılır.,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,0.96385795
lemmatized_model_6.model,Yargı kararlarını uygulamayan kişi suç işlemiş sayılır.,Mahkeme kararını tanımayan kişi cezalandırılır.,0.9552883
lemmatized_model_6.model,Yargı kararlarını uygulamayan kişi suç işlemiş sayılır.,Mahkeme kararını uygulamayan yönetici cezalandırılır.,0.9551098
lemmatized_model_6.model,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,İhaleye fesat karıştıran kişi cezalandırılır.,0.98254484
lemmatized_model_6.model,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,0.9813402
lemmatized_model_6.model,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,Suç delillerini gizleyen kişi cezalandırılır.,0.9808951
lemmatized_model_6.model,Haksız yere başkasının kimliğini kullanan kişi cezalandırılır.,Oy kullanma hakkını engelleyen kişi cezalandırılır.,0.98542804
lemmatized_model_6.model,Haksız yere başkasının kimliğini kullanan kişi cezalandırılır.,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,0.98019207
lemmatized_model_6.model,Haksız yere başkasının kimliğini kullanan kişi cezalandırılır.,Görevi nedeniyle haksız menfaat sağlayan kişi cezalandırılır.,0.98016465
lemmatized_model_6.model,Başkasının kimliğini kullanan kişi hakkında ceza verilir.,Seçme ve seçilme hakkını engelleyen kişi hakkında ceza uygulanır.,0.98658174
lemmatized_model_6.model,Başkasının kimliğini kullanan kişi hakkında ceza verilir.,Kamu ulaşım araçlarını engelleyen eylem yapan kişi cezalandırılır.,0.977203
lemmatized_model_6.model,Başkasının kimliğini kullanan kişi hakkında ceza verilir.,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,0.9740798
lemmatized_model_6.model,Sahte resmi evrak düzenleyen cezalandırılır.,Resmi görevli kimliğini sahte olarak kullanan kişi cezalandırılır.,0.9754222
lemmatized_model_6.model,Sahte resmi evrak düzenleyen cezalandırılır.,Resmî belgede sahtecilik yapan kişi cezalandırılır.,0.97270703
lemmatized_model_6.model,Sahte resmi evrak düzenleyen cezalandırılır.,Sahte mühür kullanan kişi cezalandırılır.,0.97032166
lemmatized_model_6.model,Resmî belgede sahtecilik yapan kişi cezalandırılır.,Sahte mühür kullanan kişi cezalandırılır.,0.9908725
lemmatized_model_6.model,Resmî belgede sahtecilik yapan kişi cezalandırılır.,Sahte resmi evrak düzenleyen cezalandırılır.,0.97270703
lemmatized_model_6.model,Resmî belgede sahtecilik yapan kişi cezalandırılır.,Resmi görevli kimliğini sahte olarak kullanan kişi cezalandırılır.,0.9713765
lemmatized_model_6.model,Rüşveti kabul eden kamu görevlisi cezalandırılır.,Kamu alacağını tahsil etmeyen görevli cezalandırılır.,0.99818105
lemmatized_model_6.model,Rüşveti kabul eden kamu görevlisi cezalandırılır.,Görevi ihmal eden kamu görevlisi ceza alır.,0.9850502
lemmatized_model_6.model,Rüşveti kabul eden kamu görevlisi cezalandırılır.,Görevle ilgili sırrı açıklayan memur cezalandırılır.,0.98275125
lemmatized_model_6.model,Rüşvet alan ve veren kişi cezalandırılır.,Memura rüşvet veren kişi yargılanır.,0.9911308
lemmatized_model_6.model,Rüşvet alan ve veren kişi cezalandırılır.,Görevli memura itaatsizlik eden kişi cezalandırılır.,0.97883034
lemmatized_model_6.model,Rüşvet alan ve veren kişi cezalandırılır.,Kaçakçılık yapan şahıs cezalandırılır.,0.97703564
lemmatized_model_6.model,Çocuğu cinsel amaçlı kullanan cezalandırılır.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.978039
lemmatized_model_6.model,Çocuğu cinsel amaçlı kullanan cezalandırılır.,Cinsel saldırı fiili cezalandırılır.,0.97237056
lemmatized_model_6.model,Çocuğu cinsel amaçlı kullanan cezalandırılır.,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,0.9700881
lemmatized_model_6.model,Çocuğun cinsel istismarı suç olarak tanımlanır.,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,0.9974167
lemmatized_model_6.model,Çocuğun cinsel istismarı suç olarak tanımlanır.,Reşit olmayanla cinsel ilişki kurma suçu düzenlenmiştir.,0.9717072
lemmatized_model_6.model,Çocuğun cinsel istismarı suç olarak tanımlanır.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.9647017
